Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month,,Label
3/1/07 5:00,1172696449,cma,46.058784,-36.79,110.489754,-3,9520000000,11740000000,10.99,11.5,1.52,3.47,1.85,4.26,N/A,32.42,51.78,1.41,15.3,2750000000,17.178,-6.8,3120000000,N/A,782000000,5.5,44.4,4390000000,27.879,6580000000,N/A,N/A,32.702,N/A,N/A,0.28,60.2,58.58,824490,157570000,156090000,0.5,68.8,3710000,5,2.4,3760000,,Yes
4/8/07 20:01,1176033684,cma,46.152851,-34.5,113.872719,-3.2,9400000000,11590000000,10.81,11.35,1.64,3.38,1.81,4.19,N/A,32.28,52.28,1.41,15.3,2770000000,17.288,-4.4,3290000000,N/A,782000000,5.51,44.4,4390000000,27.865,6580000000,N/A,N/A,32.702,975000000,N/A,0.14,60.22,58.99,941103,157650000,156170000,0.5,68.8,5010000,5,3.2,3890000,,Yes
5/29/07 12:21,1180412482,cma,48.638187,-40.1,120.188461,-6.72,9770000000,14230000000,11.33,11.98,1.84,3.57,1.91,5.2,N/A,32.51,51.15,1.34,14.96,2740000000,17.256,-2.7,3290000000,N/A,764000000,5.53,-2.1,3010000000,19.308,7480000000,N/A,N/A,32.841,917000000,N/A,0.15,62.31,60.31,1043830,155940000,154450000,0.51,70.2,5090000,5.7,3.3,5010000,,Yes
1/1/08 17:41,1199180462,cma,34.969395,-50.94,117.09359,-36.8,7190000000,16980000000,7.88,9.72,1.67,2.57,1.43,6.14,N/A,31.34,38.91,1.27,14.58,2760000000,17.855,0.9,3290000000,N/A,750000000,5.53,-9.5,1400000000,9.27,11800000000,N/A,N/A,30.805,847000000,N/A,0.52,43.96,51.77,2084720,165270000,150100000,0.42,69.2,6320000,3.1,4.2,6690000,,Yes
10/29/08 0:05,1225209916,cma,23.125202,7.3,75.723457,17.55,4290000000,21480000000,13.79,13.2,2.88,1.75,0.76,9.67,N/A,14.05,24.78,0.5,6.09,2220000000,14.803,-21.4,3450000000,N/A,310000000,2.067,-84.5,1410000000,9.349,19000000000,N/A,N/A,33.887001,N/A,N/A,0.57,31.0167,31.4161,4633010,150500000,149090000,0.43,84.3,18620000,3.1,12.5,26690000,,Yes
1/31/09 23:59,1233417598,cma,14.39799,109.05,67.931808,32.65,2510000000,18150000000,12.84,15.01,N/A,1.35,0.54,8.98,N/A,10.53,18.5,0.33,3.46,2020000000,13.514,-32.4,3450000000,N/A,195000000,1.3,-83.2,1160000000,7.688,16800000000,N/A,N/A,33.375,N/A,N/A,0.8,17.96,25.31,3682630,150500000,149090000,0.44,80,14140000,5.8,9.5,12750000,,No
4/29/11 4:12,1304021539,cma,33.383175,-13.03,117.235748,5.07,6710000000,10640000000,43.23,14.38,1.45,3.44,1.16,5.45,N/A,14.18,21.25,0.46,4.06,1950000000,11.49,69.5,N/A,N/A,136000000,0.88,N/A,2590000000,14.67,6670000000,N/A,N/A,32.82,1290000000,N/A,1.14,37.45,38.62,3008420,176770000,175210000,0.31,89.3,14250000,5.6,8.1,15440000,,Yes
11/4/11 15:08,1320390533,cma,22.769045,19.74,108.921509,15.23,5010000000,5720000000,12.95,9.87,0.68,2.3,0.74,2.69,N/A,16.64,26.69,0.64,5.99,2130000000,12.16,11.4,N/A,N/A,351000000,1.94,37.1,4240000000,23.97,5640000000,N/A,N/A,34.95,1010000000,N/A,1.11,24.37,30.02,5016440,198900000,175400000,0.31,89.3,12040000,2.6,6.9,16140000,,Yes
3/9/12 22:58,1331305129,cma,27.094492,21.42,120.173424,15.5,6020000000,7260000000,14.56,11.44,0.88,2.59,0.86,3.17,N/A,17.15,29.97,0.69,6.21,2290000000,12.39,8.2,N/A,N/A,389000000,2.09,N/A,4100000000,20.73,5420000000,N/A,N/A,34.81,902000000,N/A,1.38,29.48,25.98,3320690,197630000,195810000,0.34,83.3,8660000,2.1,4.9,9590000,,Yes
6/16/13 5:42,1371332546,cma,34.169945,35.3,146.353851,21.46,6970000000,5450000000,13.78,13.11,1.9,2.9,1.01,2.23,N/A,21.51,34.37,0.82,7.51,2440000000,12.95,-4.2,N/A,N/A,518000000,2.71,3.1,6380000000,34.18,4860000000,N/A,N/A,37.41,873000000,N/A,1.41,38.28,34.64,1950720,186640000,185350000,0.24,85,11230000,5.8,6,13760000,,Yes
10/27/03 5:20,1067203206,cmcsa,7.580167,-10.77,76.782883,9.37,72350000000,1.0121E+11,N/A,114.46,N/A,3.94,1.89,5.53,18.68,0.03,9.71,0.01,-1.04,12460000000,10.376,N/A,6160000000,5420000000,-295000000,-0.096,N/A,3480000000,1.55,32340000000,0.849,0.618,16.92,N/A,N/A,0.699,30.84,29.87,7013318,2250000000,2110000000,6.41,35.06,37760000,5.314,1.79,34750000,,No
1/25/04 4:19,1074975588,cmcsa,8.293513,-6.94,85.185562,3.8,79820000000,1.0397E+11,N/A,123.79,N/A,4.23,1.96,5.44,16.81,-3.83,8.16,-0.66,-2.31,19120000000,8.497,N/A,6160000000,6180000000,-898000000,-0.4,N/A,6230000000,2.77,30380000000,0.737,0.753,18.32,N/A,N/A,0.69,32.69,31.44,6492954,2250000000,2110000000,6.4,33.95,34850000,5.285,1.65,36490000,,Yes
11/15/04 20:17,1100521077,cmcsa,7.00949,-11.68,89.655701,5.57,66370000000,88480000000,72.57,47.46,4.88,3.34,1.61,4.47,12.2,4.82,14.77,0.88,2.24,19810000000,8.76,N/A,11310000000,7250000000,930000000,0.412,N/A,2970000000,1.34,25230000000,0.612,0.491,18.559,N/A,N/A,0.784,28.72,28.99,6432181,2220000000,2080000000,6.46,36.97,22780000,3.637,1.1,24440000,,Yes
2/4/05 8:38,1107477515,cmcsa,7.514679,-15.72,91.217285,6.88,71280000000,92870000000,74.16,50.17,5.22,3.58,1.72,4.57,12.35,4.85,14.27,0.92,2.34,20310000000,9.019,N/A,11310000000,7520000000,970000000,0.43,N/A,2010000000,0.9,23590000000,0.57,0.387,18.559,N/A,N/A,0.745,31.62,29.33,7552500,2220000000,2090000000,5.89,38.03,31640000,3.803,1.52,28140000,,Yes
4/4/05 10:24,1112581455,cmcsa,7.77429,-20.31,89.59523,12.96,73860000000,95450000000,77.11,35.15,3.91,3.64,1.78,4.7,12.7,4.85,14.24,0.92,2.34,20310000000,9.019,N/A,12850000000,7520000000,970000000,0.43,N/A,2010000000,0.91,23590000000,0.57,0.409,18.725,N/A,N/A,0.715,32.9,30.1,8142636,2210000000,2080000000,5.89,39.57,35540000,4.504,1.71,32250000,,No
10/23/06 13:36,1161581798,cmcsa,8.995159,-7.96,107.500298,12.46,79480000000,1.0228E+11,64.05,30.14,2.35,3.39,1.99,4.37,11.477,5.47,17.4,2.45,3.15,23420000000,10.879,11.3,14290000000,8910000000,1280000000,0.59,7,1790000000,0.853,24120000000,0.604,0.614,19.069,5650000000,3130000000,0.79,36.25,33.05,9692100,2090000000,1980000000,N/A,N/A,46350000,6.1,3.4,43160000,,No
1/26/07 11:58,1169783883,cmcsa,10.127156,-40.35,111.763634,-4.67,90510000000,1.143E+11,40.84,32.46,3.72,3.69,2.22,4.66,12.403,9.28,18.1,2.56,4.93,24530000000,11.528,21.7,14290000000,9220000000,2010000000,1.07,448.2,3430000000,1.648,27220000000,0.668,0.887,19.566999,6110000000,2410000000,0.74,43.18,38.12,10053700,2080000000,1960000000,0.97,51.2,56710000,6.6,4.2,53480000,,Yes
1/25/08 16:37,1201250279,cmcsa,6.04121,-10.55,106.546265,-36.03,53170000000,81690000000,22.95,19.22,1.11,1.79,1.28,2.73,7.205,7.94,17.98,3.04,5.84,29910000000,9.61,21,15960000000,11340000000,2410000000,0.754,-54,3010000000,0.981,31100000000,0.743,0.805,13.63,7510000000,1800000000,0.79,17.7521,22.5068,33665400,3070000000,3050000000,11.46,67.2,44490000,1.5,2.1,51790000,,Yes
2/20/08 1:37,1203442644,cmcsa,7.069129,-33.75,108.852737,-41.1,62910000000,90140000000,27.15,18.61,1.45,2.07,1.48,3.01,7.95,7.94,17.98,3.04,5.84,29910000000,9.61,21,15960000000,11340000000,2410000000,0.75,-54,3010000000,0.981,31100000000,0.743,0.805,13.63,7510000000,1800000000,0.63,17.68,21.23,29165000,3070000000,2900000000,23.23,62,44490000,1.5,2.1,51790000,,Yes
6/21/09 0:31,1245515503,cmcsa,5.047271,37.7,76.454979,23.36,39990000000,70120000000,15.65,11.96,1.23,1.15,0.97,2.02,5.232,7.46,20.14,3.87,6.32,34700000000,11.933,5.3,20780000000,13400000000,2590000000,0.89,5.5,1940000000,0.672,32060000000,N/A,0.478,14.252,10480000000,3530000000,0.85,14.71,14.57,22978200,2880000000,2810000000,0.08,81.1,51450000,2.7,2.5,49110000,,No
9/4/11 2:03,1315073033,cmcsa,8.344055,66.47,101.771843,22.32,57720000000,95290000000,15.32,10.93,0.86,1.3,1.27,2.09,5.84,8.43,20.47,4.32,8.12,45670000000,16.43,50.5,22690000000,16300000000,3850000000,1.37,15.6,2000000000,0.73,39560000000,63.38,0.66,16.97,12800000000,7920000000,1.08,22.18,24.13,21005000,2750000000,2720000000,0.09,83.4,25720000,1,1.2,19790000,,No
2/5/12 2:17,1328379421,cmcsa,11.0089,46.31,117.526581,13.61,73980000000,1.1314E+11,19.53,14.52,1.29,1.44,1.56,2.24,6.54,7.7,19.85,4.59,8.62,50520000000,18.28,51.1,22690000000,17290000000,3890000000,1.39,4.7,1810000000,0.66,40970000000,65.2,0.61,17.13,13650000000,12090000000,1.16,25.11,22.99,16042100,2720000000,2700000000,0.11,82.9,27200000,1.9,1.3,20400000,,No
4/8/12 18:20,1333880420,cmcsa,12.117343,46.26,122.64785,14.23,79990000000,1.1762E+11,19.71,13.62,1.12,1.42,1.68,2.11,6.34,7.45,19.54,4.94,9.53,55840000000,20.34,54.7,18360000000,18550000000,4160000000,1.5,26.4,1670000000,0.62,39310000000,61.74,0.65,17.47,14340000000,15120000000,1.26,29.61,25.25,14009300,2710000000,2680000000,0.11,82.9,29700000,1.9,N/A,31150000,,No
7/16/12 21:38,1342445902,cmcsa,13.18593,43.37,119.438171,26.46,85820000000,1.2128E+11,19.77,14.47,1.1,1.47,1.81,2.07,6.33,7.58,19.54,4.58,8.85,58590000000,21.46,22.7,18360000000,19170000000,4440000000,1.61,29.8,2440000000,0.9,37780000000,59.06,0.6,17.61,15270000000,15220000000,1.34,30.57,28.86,13664800,2700000000,2670000000,0.11,83.9,30440000,2,1.4,31450000,,No
11/6/12 15:56,1352188607,cmcsa,15.539392,33.38,126.752075,26.64,99050000000,1.2775E+11,17.01,16.64,1.29,1.61,2.03,2.07,6.45,9.68,19.45,4.7,11.84,61680000000,22.9,15.4,18360000000,19810000000,5970000000,2.19,132.7,10300000000,3.88,38590000000,58.26,1.04,18.4,15380000000,18630000000,1.33,36.26,32.75,12195900,2660000000,2640000000,0.11,84.4,26330000,2.1,1.3,31680000,,No
11/17/12 0:08,1353082082,cmcsa,14.820325,39.62,120.909187,34.92,94200000000,1.2167E+11,16.18,15.83,1.21,1.51,1.91,1.97,6.14,9.68,19.45,4.7,11.84,61680000000,22.9,15.4,18360000000,19810000000,5970000000,2.19,132.7,10300000000,3.88,38590000000,58.26,1.04,18.4,15380000000,18630000000,1.33,36.38,33.08,12226800,2660000000,2640000000,0.11,84.4,29280000,2.3,1.4,26330000,,No
11/23/12 11:50,1353642658,cmcsa,15.4307,39.12,125.3246,30.72,96960000000,1.2525E+11,16.65,16.36,1.26,1.57,1.98,2.03,6.32,9.68,19.45,4.7,11.84,61680000000,22.9,15.4,18360000000,19810000000,5970000000,2.19,132.7,10300000000,3.88,38590000000,58.26,1.04,18.4,15380000000,18630000000,1.33,36.44,33.27,12289200,2660000000,2640000000,0.11,84.4,29280000,2.3,1.4,26330000,,No
1/18/13 21:46,1358516795,cmcsa,16.984612,37.69,132.445984,26.31,1.0699E+11,1.3445E+11,18.38,18.06,1.39,1.72,2.17,2.18,6.79,9.68,19.45,4.7,11.84,61680000000,22.9,15.4,18360000000,19810000000,5970000000,2.19,132.7,10300000000,3.88,38590000000,58.26,1.04,18.4,15380000000,18630000000,1.37,37.73,35.47,11809200,2660000000,2630000000,0.11,84.4,27240000,2.4,1.3,28790000,,No
5/15/13 12:06,1368590768,cmcsa,18.616888,19.12,148.990631,15.08,1.1411E+11,1.5665E+11,18.27,15.64,1.03,1.81,2.37,2.49,7.71,10.18,19.82,4.97,14.21,63000000000,23.69,2.9,42640000000,20320000000,6420000000,2.37,17.4,4680000000,1.78,47230000000,95.4,0.65,18.3,14830000000,18310000000,1.27,41.76,39.37,12271400,2630000000,2600000000,0.09,85,23860000,1.9,1.1,32630000,,Yes
4/27/04 13:13,1083042795,cme,10.168287,69.99,85.387062,3.16,3870000000,3060000000,32.6,24.04,1.72,7.1,6.86,5.61,11.8,22.42,37.84,3.38,24.24,544780000,16.054,N/A,513100000,259140000,122130000,3.599,N/A,812170000,24.62,0,0,1.102,17.101,N/A,N/A,N/A,97.56,79.36,231954,32990000,30700000,6.95,32.67,2630000,11.553,8.58,2270000,,Yes
8/3/04 20:44,1091537079,cme,10.730089,150.42,82.63221,15.43,4170000000,3470000000,26.27,19.93,1.4,6.55,6.02,5.49,10.54,26,43.78,3.91,28.33,631970000,18.519,N/A,513100000,329080000,164340000,4.81,N/A,675010000,20.43,0,0,1.184,20.829,N/A,N/A,N/A,129.17,97.49,542954,33030000,30700000,7.06,33.89,2030000,3.246,6.62,2140000,,No
11/6/04 12:31,1099715490,cme,15.45451,119.35,88.299141,6.21,6130000000,5640000000,32.16,25.19,1.97,9.19,8.46,8.15,14.98,27.82,46.82,4.44,30.58,691410000,20.178,N/A,513100000,376300000,192370000,5.608,N/A,714970000,21.04,0,0,1.173,22.091,N/A,N/A,N/A,157.7,124.75,618090,33980000,31600000,7,46.28,2240000,3.41,7.1,2240000,,Yes
3/6/05 23:00,1110121229,cme,16.987495,125.18,93.114014,6.27,6710000000,5970000000,30.89,21.82,1.65,8.77,8.12,7.93,14.17,29.17,48.84,5.29,32.09,752800000,21.877,N/A,513100000,421060000,219560000,6.38,N/A,747510000,21.94,0,0,1.33,23.860001,N/A,N/A,1.35,209.26,168.32,857454,34080000,31400000,7.86,57.02,2760000,2.234,8.77,2010000,,Yes
4/9/06 12:25,1144556749,cme,43.248352,17.79,100.411766,13.56,16620000000,15790000000,54.55,34.82,2.15,16.12,14.06,16.16,24.15,31.4,60.19,10.77,31.78,977300000,28.48,28.3,919360000,653860000,306860000,8.81,34.3,833590000,24.093,0,0,1.337,32.381001,391590000,116300000,1.08,432.07,384.63,552794,34600000,34370000,0.69,62.7,1970000,3.9,5.7,1880000,,Yes
4/27/06 21:54,1146146081,cme,42.081863,14.79,101.566681,16.23,16180000000,15380000000,53.08,33.88,2.13,16.59,14.48,15.74,23.528,31.4,60.19,10.77,31.78,977300000,28.48,28.3,919360000,653860000,306860000,8.81,34.3,833590000,24.093,0,0,1.337,32.381001,391590000,116300000,1.08,453.67,399.73,593170,34600000,34370000,0.69,62.7,1970000,3.9,5.7,1880000,,Yes
6/16/06 7:27,1150414028,cme,41.180168,25.2,97.048355,25.06,15540000000,14620000000,47.84,31.94,1.96,14.63,12.66,14.01,20.658,31.36,61.16,10.41,31.43,1040000000,30.328,29.7,919360000,707680000,327390000,9.38,29,920000000,26.554,0,N/A,1.324,34.82,430870000,156510000,1.12,454,422.67,694003,34650000,34420000,0.68,74.6,1840000,2.6,5.3,1960000,,Yes
10/23/06 12:47,1161578850,cme,45.947987,29.83,107.500298,12.46,17040000000,16660000000,48.37,34.06,1.96,15.35,12.96,15.02,21.821,31.96,62.36,12.66,31.22,1110000000,32.152,26.1,919360000,763660000,354690000,10.13,33.2,968270000,27.855,0,N/A,1.533,37.825001,428140000,163890000,1.02,474.83,466.88,748194,34760000,34530000,0.68,80.8,1700000,2.8,4.9,1700000,,Yes
1/13/07 16:24,1168676648,cme,52.714085,10.83,112.63649,-0.35,19980000000,18950000000,52.83,38.99,2.27,17.32,13.63,16.94,24.837,34.06,61.55,13.41,30.98,1120000000,32.322,21.7,919360000,762870000,381030000,10.87,34,1040000000,29.791,N/A,N/A,1.587,40.855999,487720000,197940000,1.47,533.29,492.44,707279,34820000,34590000,0.68,79.9,2280000,3.1,6.6,2030000,,Yes
3/14/07 13:15,1173849306,cme,52.190483,-7.11,109.522545,-3.73,19180000000,18060000000,47.46,30.72,1.72,17.6,12.62,16.57,25.645,37.37,56.96,9.52,30.89,1090000000,31.414,26.4,1020000000,704350000,407350000,11.6,34.5,1120000000,32.124,0,N/A,1.463,43.604,471700000,287110000,1.5,566.13,521.59,689562,34850000,34620000,0.64,80.6,2370000,3.5,6.8,2040000,,Yes
10/24/07 15:10,1193209802,cme,61.100746,-54.55,120.67363,-38.19,35950000000,35880000000,49.99,34.46,1.89,28.55,12.73,29.47,45.28,37.98,58.53,10.17,30.29,1220000000,34.957,16.6,1020000000,792370000,462300000,13.131,14.9,1310000000,23.966,2440000000,1.399,1.421,49.856998,537460000,-596860000,0.93,585.712,556.557,762141,54770000,50940000,0.41,53.6,3240000,4,6,3220000,,Yes
12/11/08 17:03,1228986197,cme,22.025288,70.87,71.541946,29.62,15160000000,18090000000,14.71,12.93,0.72,6.19,0.78,7.54,10.501,35.62,62.8,3.2,5.49,2400000000,43.317,20.5,1650000000,1720000000,854480000,15.36,-16.3,625830000,9.328,3860000000,0.203,0.995,283.618011,1110000000,2190000000,1.17,231.04,331.87,1559710,67090000,66610000,0.44,66.8,2920000,2.2,4.4,3280000,,No
12/12/08 11:11,1229051482,cme,21.672802,73.65,72.396149,28.09,14340000000,17580000000,13.92,12.23,0.72,5.98,0.75,7.33,10.202,35.62,62.8,3.2,5.49,2400000000,43.317,20.5,1650000000,1720000000,854480000,15.36,-16.3,625830000,9.328,3860000000,0.203,0.995,283.618011,1110000000,2190000000,1.17,227.84,331.02,1560020,67090000,66610000,0.44,66.8,2920000,2.2,4.4,3280000,,No
12/18/08 5:29,1229549347,cme,22.947735,59.26,72.640198,27.31,14940000000,18150000000,14.52,12.96,0.72,6.21,0.78,7.56,10.533,35.62,62.8,3.2,5.49,2400000000,43.317,20.5,1650000000,1720000000,854480000,15.36,-16.3,625830000,9.343,3860000000,0.203,0.995,283.618011,1110000000,2190000000,1.17,222.09,324.6,1560920,66980000,66500000,0.44,66.8,2640000,1.3,4,2920000,,No
4/1/09 7:24,1238541888,cme,25.264257,45.22,66.956001,48.24,16350000000,19240000000,20.31,15.17,1.61,6.07,0.83,7.51,10.442,27.94,62.73,2.93,4.62,2560000000,43.601,30.6,2490000000,1840000000,715490000,12.13,-69.1,324130000,4.886,3220000000,N/A,1.025,281.368988,1200000000,714620000,0.95,202.2,239.45,1581390,66340000,65820000,0.41,67.3,2260000,1.6,3.4,1980000,,No
4/8/11 1:33,1302197604,cme,38.101299,6.86,114.167999,7.43,20510000000,22080000000,21.38,15.65,1.41,6.89,1.03,7.35,10.47,31.67,61.62,3.27,4.83,3000000000,45.31,14.3,3000000000,2110000000,951400000,14.31,-3.2,905400000,13.5,2530000000,12.55,1.13,300.08,1360000000,1220000000,1.08,299.55,297.32,600573,67050000,63080000,5.52,69.1,893940,1.1,1.4,1050000,,Yes
7/9/11 21:30,1310218252,cme,37.719971,3.07,116.063942,2.95,19750000000,21140000000,16.81,15.14,1.37,6.38,0.96,6.73,9.52,37.17,62.39,3.51,5.83,3140000000,47.28,20,3000000000,2220000000,1170000000,17.52,90.1,719300000,10.73,2110000000,10.09,1.23,310.89,1360000000,1230000000,1.08,282.32,299.05,427432,67060000,63320000,5.52,69.1,955540,1.9,1.4,970660,,Yes
9/25/11 17:41,1316943708,cme,33.975883,26.71,98.557129,31.03,17250000000,18610000000,14.5,13.25,1.2,5.47,0.83,5.88,8.31,37.61,62.52,3.54,5.9,3170000000,47.44,3,3000000000,2240000000,1190000000,17.79,8.5,748600000,11.2,2110000000,10.04,1.23,313.52,1280000000,1100000000,1.09,258,282.68,528092,66860000,63100000,5.52,69.1,1250000,1.8,N/A,1150000,,Yes
12/24/11 0:40,1324658416,cme,33.429039,16.7,110.407234,15.48,16360000000,17550000000,13.06,12.74,1.11,4.93,0.78,5.31,7.41,38.18,63.77,3.63,6.18,3310000000,49.57,19.2,3000000000,2370000000,1260000000,18.86,29.4,875900000,13.19,2110000000,10.06,1.15,315.54,1390000000,1260000000,1.07,249.96,263.89,700400,66390000,62630000,5.52,69.1,1220000,1.4,1.8,1270000,,Yes
6/10/12 6:29,1339280954,cme,40.065701,42.06,116.778236,26.57,18050000000,19050000000,11.14,14.31,2.26,5.5,0.82,5.91,8.61,50.33,60.44,3.29,7.65,3220000000,48.57,-6.9,3160000000,2210000000,1620000000,24.37,-41.6,1110000000,16.66,2110000000,9.75,1.15,325.53,1380000000,1300000000,1,263.02,264.34,563997,66460000,62660000,5.69,72,1680000,3.4,2.7,1530000,,Yes
10/25/12 15:10,1351149011,cme,40.907551,46.69,125.395538,27.13,18230000000,19580000000,11.58,15.66,2.34,5.91,0.87,6.15,9.12,49.46,59.19,3.2,7.41,3180000000,9.61,-5.1,3160000000,2150000000,1570000000,4.74,-16.6,1340000000,4.02,2110000000,9.71,1.24,65.26,1430000000,1330000000,1.14,57.47,54.38,1986970,332510000,313470000,5.69,70.6,8620000,3.5,2.8,10040000,,Yes
5/10/13 9:14,1368148479,cme,48.423409,17.76,146.560074,17.34,20170000000,21080000000,23.28,17.07,1.42,7.06,0.94,7.38,11.12,30.28,57.59,2.52,4.06,2860000000,8.62,-7.2,2780000000,1890000000,865500000,2.61,-11.6,1900000000,5.74,2860000000,13.2,1.04,64.92,N/A,N/A,1.11,60.38,57.22,1722780,331950000,313190000,5.67,72.1,7670000,4.7,2.7,7860000,,Yes
10/23/06 12:47,1161578862,cmg,56.400002,125.41,107.500298,12.46,1780000000,1640000000,57.07,41.32,2.04,2.44,4.15,2.25,19.52,3.85,6.94,7.29,7.8,729930000,25.232,31.1,116070000,83970000,28130000,0.96,-58,142040000,4.374,59000,0,3.531,13.231,95590000,-21460000,0,52.04,54.98,908161,32470000,30860000,4.97,39.9,3030000,7.1,9.4,1610000,,Yes
1/15/07 3:10,1168801837,cmg,58.279999,98.92,112.63649,-1.76,1900000000,1750000000,51.58,37.84,1.9,2.42,4.13,2.25,18.738,4.49,7.51,8.03,9.26,776520000,25.471,28.3,116070000,93290000,34840000,1.13,132.2,157570000,4.829,4130000,0.009,3.081,13.966,98350000,-1420000,0,56.14,54.55,757138,32630000,31010000,N/A,51.6,5150000,6.9,37.1,4950000,,Yes
4/9/07 13:23,1176096187,cmg,65,76.18,114.030571,-3.43,2120000000,1970000000,50.87,32.46,1.63,2.58,4.46,2.39,18.69,5.03,8.01,8.92,10.58,822930000,25.676,26.8,172250000,105380000,41420000,1.28,154.4,153640000,4.706,4110000,0.009,2.922,14.564,103600000,-7000000,0.14,62.27,58.06,516351,32650000,31030000,1.76,155.7,4820000,7.4,35,5020000,,Yes
6/26/07 7:02,1182812551,cmg,80.879997,14.86,117.574661,-9.32,2650000000,2350000000,57.95,37.72,1.83,2.99,5.34,2.7,20.586,5.26,8.32,8.53,10.26,872010000,26.815,26.2,172250000,114170000,45880000,1.39,55.7,158900000,4.846,4090000,0.008,2.66,14.904,111150000,-12410000,0.28,83.52,69.65,471269,32790000,31170000,1.76,157.1,4660000,15.3,33.5,4820000,,Yes
10/11/07 8:15,1192061711,cmg,129,-62.52,123.85218,-41.87,4330000000,4180000000,78.92,52.51,2.47,4.6,8.43,4.43,32.946,5.85,9.35,9.32,11.71,941420000,28.911,33.9,172250000,126740000,55060000,1.67,85.1,156220000,4.758,4070000,0.008,2.931,15.633,120570000,-20400000,1.48,111.21,88.93,548186,32840000,31210000,10.52,123.3,3600000,9.2,25.4,4190000,,Yes
8/1/09 20:00,1249128021,cmg,93.830002,57.63,82.078621,13.74,2970000000,2760000000,31.49,24.18,1.26,2.08,4.59,1.93,12.288,6.8,11.7,12.59,15.46,1430000000,44.227,14.1,286930000,224970000,97240000,2.98,44.7,208300000,6.583,3920000,N/A,2.956,20.504999,217530000,32750000,1.24,83.77,70.33,608894,31640000,N/A,5.9,130.5,6470000,15.8,45.2,6540000,,Yes
9/3/11 5:25,1314998749,cmg,305.5,-5.52,101.771843,22.32,9580000000,9440000000,50.49,35.32,2.21,4.75,10.3,4.63,24.28,9.4,15.53,17.43,22.7,2040000000,65.64,22.4,692310000,388950000,191710000,6.05,9,384560000,12.27,3720000,0.4,3.76,30.01,334950000,132700000,0.87,312.77,284.43,892597,31340000,30810000,12.61,82.5,2950000,3.1,12.7,3630000,,Yes
10/22/11 5:47,1319233668,cmg,333.48999,-27.13,107.610756,18.14,10450000000,10070000000,55.11,38.46,2.22,4.73,10.26,4.94,25.9,9.4,15.53,17.43,22.7,2040000000,65.64,22.4,692310000,388950000,191710000,6.05,9,384560000,12.27,3720000,0.4,3.76,30.01,334950000,132700000,0.76,313.98,298.76,1003010,31340000,30810000,12.61,82.5,3220000,3.2,N/A,3210000,,Yes
11/2/11 19:25,1320233147,cmg,329.619995,-20.14,107.62812,17.66,10250000000,9830000000,51,38.07,2.43,4.77,10.28,4.56,23.94,9.46,15.64,17.73,23.17,2160000000,69.14,24.1,692310000,410560000,203920000,6.42,25.3,444630000,14.21,3690000,0.37,3.8,31.92,383860000,175340000,0.71,319.23,302.2,1016630,31300000,30760000,12.61,82.5,3040000,2.8,13.1,3220000,,Yes
11/16/11 21:43,1321450982,cmg,316.670013,-17.8,107.706238,11.71,9910000000,9810000000,49.33,36.74,2.36,4.75,10.26,4.55,23.89,9.46,15.64,17.73,23.17,2160000000,69.14,24.1,692310000,410560000,203920000,6.42,25.3,444630000,14.21,3690000,0.37,3.8,31.92,383860000,175340000,0.71,322.06,306.4,942420,31300000,30760000,12.61,82.5,3290000,3.4,N/A,3040000,,Yes
1/3/12 15:47,1325576846,cmg,341.269989,-11.78,111.376846,17.1,10910000000,10130000000,54.32,40.36,2.44,4.9,10.58,4.7,24.67,9.46,15.64,17.73,23.17,2160000000,69.14,24.1,692310000,410560000,203920000,6.42,25.3,444630000,14.21,3690000,0.37,3.8,31.92,383860000,211500000,0.71,325.11,316.73,671480,31300000,30760000,12.61,82.5,3170000,5.6,N/A,2970000,,Yes
3/30/12 11:30,1333078219,cmg,418,-22.04,123.542747,13.74,13150000000,12700000000,62.22,38.7,2.23,5.79,12.59,5.6,29.44,9.47,15.7,17.49,23.17,2270000000,72.7,23.7,840440000,431310000,214950000,6.76,23.7,456250000,14.59,3660000,0.35,3.18,33.41,411100000,233680000,0.72,397.19,348.44,464742,31260000,30730000,1.68,100.7,2410000,5.8,10.4,2370000,,Yes
11/14/12 1:14,1352826866,cmg,256.540009,112.02,120.519089,34.77,8260000000,7730000000,30.48,25.2,1.41,3.16,6.36,2.94,14.47,10.43,17.24,18.58,23.76,2630000000,83.43,18.4,840440000,534350000,274120000,8.6,19.6,573890000,18.22,3560000,0.27,4.12,41.43,414160000,220830000,0.45,280.85,339.93,1030660,31500000,30970000,11.87,87.5,4160000,2.6,15.5,3590000,,Yes
